algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,101304,125000,True,1.00,80,69.91,2039.62,1.30
Greedy Search,101304,62500,True,1.00,73,32.27,1019.81,1.30
Greedy Search,101304,31250,False,0.90,200,42.95,509.91,1.30
Greedy Search,101304,46875,True,1.00,62,21.25,764.86,1.30
Greedy Search,101304,39063,True,1.00,79,22.31,637.39,1.30
Greedy Search,101304,35157,True,1.00,75,19.29,573.66,1.30
Greedy Search,101304,33204,True,1.00,102,24.23,541.79,1.30
Greedy Search,101304,32227,False,0.91,200,45.15,525.85,1.30
Greedy Search,101304,32716,True,1.00,72,17.33,533.83,1.30
Greedy Search,101304,32472,False,0.91,200,45.53,529.85,1.30
Greedy Search,101304,32594,True,1.00,113,26.06,531.84,1.30
Greedy Search,101304,32533,False,0.94,200,45.16,530.84,1.30
Greedy Search,101304,32564,False,0.92,200,45.43,531.35,1.30
Greedy Search,101304,32579,False,0.94,200,45.23,531.59,1.30
Greedy Search,101304,32587,False,0.93,200,45.54,531.72,1.30
Greedy Search,101304,32591,False,0.91,200,45.79,531.79,1.30
Greedy Search,101304,32593,False,0.96,200,44.97,531.82,1.30
Greedy Search,101400,1000000,True,1.00,61,478.88,16173.00,1.40
Greedy Search,101400,500000,True,1.00,73,275.01,8086.50,1.40
Greedy Search,101400,250000,True,1.00,83,150.62,4043.25,1.40
Greedy Search,101400,125000,True,1.00,60,56.17,2021.62,1.40
Greedy Search,101400,62500,True,1.00,73,33.55,1010.81,1.40
Greedy Search,101400,31250,False,0.82,200,45.64,505.41,1.40
Greedy Search,101400,46875,True,1.00,74,25.75,758.11,1.40
Greedy Search,101400,39063,False,0.91,200,55.88,631.77,1.40
Greedy Search,101400,42969,True,1.00,71,22.74,694.94,1.40
Greedy Search,101400,41016,True,1.00,137,39.86,663.35,1.40
Greedy Search,101400,40040,False,0.94,200,56.24,647.57,1.40
Greedy Search,101400,40528,True,1.00,191,54.14,655.46,1.40
Greedy Search,101400,40284,False,0.95,200,56.40,651.51,1.40
Greedy Search,101400,40406,False,0.93,200,56.85,653.49,1.40
Greedy Search,101400,40467,False,0.96,200,56.44,654.47,1.40
Greedy Search,101400,40498,False,0.94,200,57.15,654.97,1.40
Greedy Search,101400,40513,False,0.95,200,57.10,655.22,1.40
Greedy Search,101400,40521,False,0.94,200,57.34,655.35,1.40
Greedy Search,101400,40525,False,0.94,200,57.20,655.41,1.40
Greedy Search,101400,40527,False,0.94,200,57.32,655.44,1.40
Greedy Search,101401,1000000,True,1.00,63,493.49,16174.00,1.40
Greedy Search,101401,500000,True,1.00,64,247.25,8087.00,1.40
Greedy Search,101401,250000,True,1.00,72,133.25,4043.50,1.40
Greedy Search,101401,125000,True,1.00,76,69.73,2021.75,1.40
Greedy Search,101401,62500,True,1.00,64,29.80,1010.88,1.40
Greedy Search,101401,31250,False,0.84,200,44.83,505.44,1.40
Greedy Search,101401,46875,True,1.00,76,26.06,758.16,1.40
Greedy Search,101401,39063,False,0.96,200,54.31,631.80,1.40
Greedy Search,101401,42969,True,1.00,79,24.85,694.98,1.40
Greedy Search,101401,41016,True,1.00,73,22.17,663.39,1.40
Greedy Search,101401,40040,False,0.96,200,55.17,647.61,1.40
Greedy Search,101401,40528,True,1.00,188,52.66,655.50,1.40
Greedy Search,101401,40284,False,0.95,200,56.11,651.55,1.40
Greedy Search,101401,40406,True,1.00,84,24.72,653.53,1.40
Greedy Search,101401,40345,True,1.00,83,24.45,652.54,1.40
Greedy Search,101401,40315,True,1.00,107,30.95,652.05,1.40
Greedy Search,101401,40300,True,1.00,76,22.60,651.81,1.40
Greedy Search,101401,40292,True,1.00,71,21.22,651.68,1.40
Greedy Search,101401,40288,True,1.00,87,25.41,651.62,1.40
Greedy Search,101401,40286,True,1.00,116,33.37,651.59,1.40
Greedy Search,101401,40285,False,0.96,200,56.28,651.57,1.40
Greedy Search,101402,1000000,True,1.00,74,569.27,16259.00,1.40
Greedy Search,101402,500000,True,1.00,62,236.79,8129.50,1.40
Greedy Search,101402,250000,True,1.00,75,139.50,4064.75,1.40
Greedy Search,101402,125000,True,1.00,75,69.87,2032.38,1.40
Greedy Search,101402,62500,True,1.00,52,25.42,1016.19,1.40
Greedy Search,101402,31250,False,0.85,200,46.03,508.09,1.40
Greedy Search,101402,46875,True,1.00,73,25.79,762.14,1.40
Greedy Search,101402,39063,True,1.00,58,17.74,635.13,1.40
Greedy Search,101402,35157,False,0.88,200,51.57,571.62,1.40
Greedy Search,101402,37110,False,0.92,200,53.26,603.37,1.40
Greedy Search,101402,38087,False,0.95,200,54.29,619.26,1.40
Greedy Search,101402,38575,True,1.00,72,21.03,627.19,1.40
Greedy Search,101402,38331,True,1.00,97,27.25,623.22,1.40
Greedy Search,101402,38209,True,1.00,79,22.72,621.24,1.40
Greedy Search,101402,38148,True,1.00,87,24.63,620.25,1.40
Greedy Search,101402,38118,True,1.00,150,41.04,619.76,1.40
Greedy Search,101402,38103,True,1.00,95,26.76,619.52,1.40
Greedy Search,101402,38095,True,1.00,123,33.85,619.39,1.40
Greedy Search,101402,38091,False,0.92,200,54.68,619.32,1.40
Greedy Search,101402,38093,False,0.95,200,54.55,619.35,1.40
Greedy Search,101402,38094,True,1.00,137,37.48,619.37,1.40
Greedy Search,101403,1000000,True,1.00,83,621.12,16204.00,1.40
Greedy Search,101403,500000,True,1.00,73,270.52,8102.00,1.40
Greedy Search,101403,250000,True,1.00,76,139.45,4051.00,1.40
Greedy Search,101403,125000,True,1.00,76,69.83,2025.50,1.40
Greedy Search,101403,62500,True,1.00,68,31.80,1012.75,1.40
Greedy Search,101403,31250,False,0.83,200,45.67,506.38,1.40
Greedy Search,101403,46875,True,1.00,61,21.79,759.56,1.40
Greedy Search,101403,39063,False,0.90,200,56.02,632.98,1.40
Greedy Search,101403,42969,True,1.00,111,34.29,696.27,1.40
Greedy Search,101403,41016,False,0.94,200,57.78,664.62,1.40
Greedy Search,101403,41993,False,0.96,200,58.62,680.45,1.40
Greedy Search,101403,42481,False,0.96,200,59.34,688.36,1.40
Greedy Search,101403,42725,True,1.00,83,25.96,692.32,1.40
Greedy Search,101403,42603,True,1.00,89,27.69,690.34,1.40
Greedy Search,101403,42542,True,1.00,62,20.13,689.35,1.40
Greedy Search,101403,42512,True,1.00,53,17.51,688.86,1.40
Greedy Search,101403,42497,True,1.00,139,41.72,688.62,1.40
Greedy Search,101403,42489,False,0.94,200,59.66,688.49,1.40
Greedy Search,101403,42493,False,0.96,200,58.84,688.56,1.40
Greedy Search,101403,42495,True,1.00,75,23.68,688.59,1.40
Greedy Search,101403,42494,False,0.96,200,58.96,688.57,1.40
Greedy Search,101404,1000000,True,1.00,62,491.18,16178.00,1.40
Greedy Search,101404,500000,True,1.00,78,290.63,8089.00,1.40
Greedy Search,101404,250000,True,1.00,63,119.98,4044.50,1.40
Greedy Search,101404,125000,True,1.00,71,66.85,2022.25,1.40
Greedy Search,101404,62500,True,1.00,78,36.40,1011.12,1.40
Greedy Search,101404,31250,False,0.84,200,45.91,505.56,1.40
Greedy Search,101404,46875,True,1.00,61,22.08,758.34,1.40
Greedy Search,101404,39063,True,1.00,130,36.79,631.96,1.40
Greedy Search,101404,35157,False,0.90,200,51.00,568.77,1.40
Greedy Search,101404,37110,False,0.91,200,54.06,600.37,1.40
Greedy Search,101404,38087,False,0.95,200,54.33,616.17,1.40
Greedy Search,101404,38575,False,0.94,200,55.30,624.07,1.40
Greedy Search,101404,38819,True,1.00,91,26.23,628.01,1.40
Greedy Search,101404,38697,False,0.94,200,55.39,626.04,1.40
Greedy Search,101404,38758,False,0.92,200,55.60,627.03,1.40
Greedy Search,101404,38789,False,0.93,200,55.40,627.53,1.40
Greedy Search,101404,38804,False,0.91,200,55.79,627.77,1.40
Greedy Search,101404,38812,False,0.95,200,55.11,627.90,1.40
Greedy Search,101404,38816,False,0.95,200,54.76,627.97,1.40
Greedy Search,101404,38818,True,1.00,89,25.54,628.00,1.40
Greedy Search,101404,38817,False,0.95,200,55.00,627.98,1.40
Greedy Search,101500,1000000,True,1.00,71,571.95,16080.00,1.50
Greedy Search,101500,500000,True,1.00,70,274.00,8040.00,1.50
Greedy Search,101500,250000,True,1.00,78,150.08,4020.00,1.50
Greedy Search,101500,125000,True,1.00,61,59.82,2010.00,1.50
Greedy Search,101500,62500,True,1.00,72,34.66,1005.00,1.50
Greedy Search,101500,31250,False,0.80,200,47.45,502.50,1.50
Greedy Search,101500,46875,True,1.00,76,27.30,753.75,1.50
Greedy Search,101500,39063,False,0.89,200,58.53,628.13,1.50
Greedy Search,101500,42969,False,0.95,200,62.36,690.94,1.50
Greedy Search,101500,44922,False,0.95,200,64.97,722.35,1.50
Greedy Search,101500,45899,True,1.00,75,26.49,738.06,1.50
Greedy Search,101500,45411,True,1.00,68,24.07,730.21,1.50
Greedy Search,101500,45167,True,1.00,99,33.58,726.29,1.50
Greedy Search,101500,45045,True,1.00,86,29.59,724.32,1.50
Greedy Search,101500,44984,True,1.00,76,26.38,723.34,1.50
Greedy Search,101500,44953,True,1.00,70,24.48,722.84,1.50
Greedy Search,101500,44938,True,1.00,74,25.79,722.60,1.50
Greedy Search,101500,44930,True,1.00,107,36.10,722.47,1.50
Greedy Search,101500,44926,True,1.00,90,30.80,722.41,1.50
Greedy Search,101500,44924,False,0.95,200,65.17,722.38,1.50
Greedy Search,101500,44925,True,1.00,75,26.26,722.39,1.50
Greedy Search,101501,1000000,True,1.00,74,590.75,16074.00,1.50
Greedy Search,101501,500000,True,1.00,73,282.82,8037.00,1.50
Greedy Search,101501,250000,True,1.00,78,147.99,4018.50,1.50
Greedy Search,101501,125000,True,1.00,79,75.02,2009.25,1.50
Greedy Search,101501,62500,True,1.00,71,34.03,1004.62,1.50
Greedy Search,101501,31250,False,0.82,200,47.01,502.31,1.50
Greedy Search,101501,46875,True,1.00,75,26.91,753.47,1.50
Greedy Search,101501,39063,False,0.88,200,58.16,627.90,1.50
Greedy Search,101501,42969,False,0.94,200,62.51,690.68,1.50
Greedy Search,101501,44922,False,0.95,200,64.60,722.08,1.50
Greedy Search,101501,45899,False,0.94,200,66.40,737.78,1.50
Greedy Search,101501,46387,True,1.00,68,24.62,745.62,1.50
Greedy Search,101501,46143,True,1.00,77,27.27,741.70,1.50
Greedy Search,101501,46021,True,1.00,76,26.87,739.74,1.50
Greedy Search,101501,45960,False,0.95,200,66.66,738.76,1.50
Greedy Search,101501,45991,True,1.00,109,37.38,739.26,1.50
Greedy Search,101501,45976,True,1.00,158,52.84,739.02,1.50
Greedy Search,101501,45968,False,0.95,200,66.48,738.89,1.50
Greedy Search,101501,45972,True,1.00,96,33.19,738.95,1.50
Greedy Search,101501,45970,True,1.00,72,25.66,738.92,1.50
Greedy Search,101501,45969,True,1.00,61,22.19,738.91,1.50
Greedy Search,101502,1000000,True,1.00,85,667.77,16069.00,1.50
Greedy Search,101502,500000,True,1.00,67,259.45,8034.50,1.50
Greedy Search,101502,250000,True,1.00,70,135.08,4017.25,1.50
Greedy Search,101502,125000,True,1.00,87,81.98,2008.62,1.50
Greedy Search,101502,62500,True,1.00,76,36.57,1004.31,1.50
Greedy Search,101502,31250,False,0.82,200,47.76,502.16,1.50
Greedy Search,101502,46875,True,1.00,64,23.81,753.23,1.50
Greedy Search,101502,39063,False,0.91,200,59.07,627.70,1.50
Greedy Search,101502,42969,True,1.00,107,34.99,690.47,1.50
Greedy Search,101502,41016,True,1.00,199,59.97,659.09,1.50
Greedy Search,101502,40040,False,0.92,200,61.01,643.40,1.50
Greedy Search,101502,40528,False,0.93,200,61.81,651.24,1.50
Greedy Search,101502,40772,False,0.91,200,62.82,655.17,1.50
Greedy Search,101502,40894,False,0.95,200,62.34,657.13,1.50
Greedy Search,101502,40955,False,0.94,200,62.52,658.11,1.50
Greedy Search,101502,40986,False,0.94,200,62.78,658.60,1.50
Greedy Search,101502,41001,False,0.93,200,63.04,658.85,1.50
Greedy Search,101502,41009,False,0.94,200,62.88,658.97,1.50
Greedy Search,101502,41013,False,0.96,200,61.18,659.04,1.50
Greedy Search,101502,41015,True,1.00,194,58.78,659.07,1.50
Greedy Search,101502,41014,False,0.95,200,61.32,659.05,1.50
Greedy Search,101503,1000000,True,1.00,72,565.74,16104.00,1.50
Greedy Search,101503,500000,True,1.00,70,269.29,8052.00,1.50
Greedy Search,101503,250000,True,1.00,64,124.01,4026.00,1.50
Greedy Search,101503,125000,True,1.00,74,70.00,2013.00,1.50
Greedy Search,101503,62500,True,1.00,86,40.08,1006.50,1.50
Greedy Search,101503,31250,False,0.77,200,47.54,503.25,1.50
Greedy Search,101503,46875,True,1.00,140,49.09,754.88,1.50
Greedy Search,101503,39063,False,0.89,200,59.25,629.07,1.50
Greedy Search,101503,42969,False,0.92,200,63.78,691.97,1.50
Greedy Search,101503,44922,False,0.92,200,66.44,723.42,1.50
Greedy Search,101503,45899,False,0.94,200,67.47,739.16,1.50
Greedy Search,101503,46387,True,1.00,181,61.22,747.02,1.50
Greedy Search,101503,46143,False,0.96,200,67.54,743.09,1.50
Greedy Search,101503,46265,True,1.00,96,33.50,745.05,1.50
Greedy Search,101503,46204,True,1.00,71,25.79,744.07,1.50
Greedy Search,101503,46174,True,1.00,77,27.47,743.59,1.50
Greedy Search,101503,46159,False,0.93,200,68.34,743.34,1.50
Greedy Search,101503,46167,False,0.96,200,67.45,743.47,1.50
Greedy Search,101503,46171,False,0.95,200,66.51,743.54,1.50
Greedy Search,101503,46173,False,0.93,200,66.36,743.57,1.50
Greedy Search,101504,1000000,True,1.00,103,786.52,16039.00,1.50
Greedy Search,101504,500000,True,1.00,71,270.68,8019.50,1.50
Greedy Search,101504,250000,True,1.00,66,126.53,4009.75,1.50
Greedy Search,101504,125000,True,1.00,84,78.89,2004.88,1.50
Greedy Search,101504,62500,True,1.00,67,32.17,1002.44,1.50
Greedy Search,101504,31250,False,0.85,200,45.92,501.22,1.50
Greedy Search,101504,46875,True,1.00,64,23.34,751.83,1.50
Greedy Search,101504,39063,False,0.91,200,57.23,626.53,1.50
Greedy Search,101504,42969,False,0.93,200,64.28,689.18,1.50
Greedy Search,101504,44922,True,1.00,64,22.98,720.50,1.50
Greedy Search,101504,43946,False,0.94,200,65.57,704.85,1.50
Greedy Search,101504,44434,False,0.96,200,65.50,712.68,1.50
Greedy Search,101504,44678,True,1.00,108,36.82,716.59,1.50
Greedy Search,101504,44556,True,1.00,117,39.47,714.63,1.50
Greedy Search,101504,44495,True,1.00,82,28.27,713.66,1.50
Greedy Search,101504,44465,True,1.00,85,29.39,713.17,1.50
Greedy Search,101504,44450,True,1.00,112,37.23,712.93,1.50
Greedy Search,101504,44442,True,1.00,67,23.48,712.81,1.50
Greedy Search,101504,44438,True,1.00,89,30.36,712.74,1.50
Greedy Search,101504,44436,False,0.93,200,65.65,712.71,1.50
Greedy Search,101504,44437,True,1.00,159,52.15,712.73,1.50
Greedy Search,101600,1000000,True,1.00,82,681.33,15939.00,1.60
Greedy Search,101600,500000,True,1.00,66,273.00,7969.50,1.60
Greedy Search,101600,250000,True,1.00,84,164.32,3984.75,1.60
Greedy Search,101600,125000,True,1.00,61,61.94,1992.38,1.60
Greedy Search,101600,62500,True,1.00,81,39.50,996.19,1.60
Greedy Search,101600,31250,False,0.73,200,49.38,498.09,1.60
Greedy Search,101600,46875,False,0.93,200,71.22,747.14,1.60
Greedy Search,101600,54688,True,1.00,76,32.71,871.67,1.60
Greedy Search,101600,50782,True,1.00,61,25.11,809.41,1.60
Greedy Search,101600,48829,False,0.93,200,73.92,778.29,1.60
Greedy Search,101600,49806,True,1.00,120,45.70,793.86,1.60
Greedy Search,101600,49318,False,0.95,200,74.73,786.08,1.60
Greedy Search,101600,49562,False,0.94,200,74.68,789.97,1.60
Greedy Search,101600,49684,False,0.94,200,75.44,791.91,1.60
Greedy Search,101600,49745,True,1.00,124,47.09,792.89,1.60
Greedy Search,101600,49715,True,1.00,81,31.77,792.41,1.60
Greedy Search,101600,49700,False,0.95,200,74.74,792.17,1.60
Greedy Search,101600,49708,False,0.95,200,74.90,792.30,1.60
Greedy Search,101600,49712,True,1.00,78,31.03,792.36,1.60
Greedy Search,101600,49710,False,0.93,200,75.90,792.33,1.60
Greedy Search,101600,49711,False,0.94,200,75.81,792.34,1.60
Greedy Search,101601,1000000,True,1.00,75,624.64,15896.00,1.60
Greedy Search,101601,500000,True,1.00,76,307.36,7948.00,1.60
Greedy Search,101601,250000,True,1.00,72,144.19,3974.00,1.60
Greedy Search,101601,125000,True,1.00,77,76.53,1987.00,1.60
Greedy Search,101601,62500,True,1.00,71,35.95,993.50,1.60
Greedy Search,101601,31250,False,0.76,200,49.18,496.75,1.60
Greedy Search,101601,46875,False,0.91,200,72.94,745.12,1.60
Greedy Search,101601,54688,True,1.00,72,31.86,869.32,1.60
Greedy Search,101601,50782,True,1.00,134,52.46,807.23,1.60
Greedy Search,101601,48829,False,0.94,200,75.19,776.19,1.60
Greedy Search,101601,49806,False,0.94,200,76.39,791.72,1.60
Greedy Search,101601,50294,False,0.92,200,77.97,799.47,1.60
Greedy Search,101601,50538,False,0.95,200,77.40,803.35,1.60
Greedy Search,101601,50660,True,1.00,117,45.89,805.29,1.60
Greedy Search,101601,50599,False,0.94,200,77.22,804.32,1.60
Greedy Search,101601,50630,True,1.00,81,32.81,804.81,1.60
Greedy Search,101601,50615,True,1.00,101,40.05,804.58,1.60
Greedy Search,101601,50607,False,0.95,200,76.71,804.45,1.60
Greedy Search,101601,50611,True,1.00,85,34.17,804.51,1.60
Greedy Search,101601,50609,False,0.96,200,77.03,804.48,1.60
Greedy Search,101601,50610,False,0.94,200,77.51,804.50,1.60
Greedy Search,101602,1000000,True,1.00,72,589.39,15962.00,1.60
Greedy Search,101602,500000,True,1.00,72,288.74,7981.00,1.60
Greedy Search,101602,250000,True,1.00,78,154.38,3990.50,1.60
Greedy Search,101602,125000,True,1.00,77,76.48,1995.25,1.60
Greedy Search,101602,62500,True,1.00,63,32.04,997.62,1.60
Greedy Search,101602,31250,False,0.73,200,49.48,498.81,1.60
Greedy Search,101602,46875,False,0.91,200,71.88,748.22,1.60
Greedy Search,101602,54688,True,1.00,73,32.03,872.93,1.60
Greedy Search,101602,50782,False,0.95,200,76.76,810.58,1.60
Greedy Search,101602,52735,True,1.00,64,27.64,841.76,1.60
Greedy Search,101602,51759,False,0.95,200,78.32,826.18,1.60
Greedy Search,101602,52247,True,1.00,72,30.36,833.97,1.60
Greedy Search,101602,52003,False,0.93,200,79.15,830.07,1.60
Greedy Search,101602,52125,True,1.00,74,31.06,832.02,1.60
Greedy Search,101602,52064,False,0.96,200,78.58,831.05,1.60
Greedy Search,101602,52095,True,1.00,71,30.23,831.54,1.60
Greedy Search,101602,52080,False,0.95,200,79.27,831.30,1.60
Greedy Search,101602,52088,True,1.00,128,51.57,831.43,1.60
Greedy Search,101602,52084,True,1.00,75,31.68,831.36,1.60
Greedy Search,101602,52082,False,0.96,200,79.08,831.33,1.60
Greedy Search,101602,52083,False,0.96,200,78.43,831.35,1.60
Greedy Search,101603,1000000,True,1.00,57,487.80,15930.00,1.60
Greedy Search,101603,500000,True,1.00,68,275.12,7965.00,1.60
Greedy Search,101603,250000,True,1.00,75,149.78,3982.50,1.60
Greedy Search,101603,125000,True,1.00,64,65.08,1991.25,1.60
Greedy Search,101603,62500,True,1.00,76,37.73,995.62,1.60
Greedy Search,101603,31250,False,0.76,200,49.05,497.81,1.60
Greedy Search,101603,46875,False,0.94,200,71.66,746.72,1.60
Greedy Search,101603,54688,True,1.00,89,38.76,871.18,1.60
Greedy Search,101603,50782,False,0.94,200,78.59,808.96,1.60
Greedy Search,101603,52735,True,1.00,70,30.25,840.07,1.60
Greedy Search,101603,51759,False,0.95,200,78.89,824.52,1.60
Greedy Search,101603,52247,True,1.00,82,34.52,832.29,1.60
Greedy Search,101603,52003,True,1.00,71,30.06,828.41,1.60
Greedy Search,101603,51881,False,0.95,200,79.43,826.46,1.60
Greedy Search,101603,51942,True,1.00,164,65.41,827.44,1.60
Greedy Search,101603,51912,False,0.96,200,78.91,826.96,1.60
Greedy Search,101603,51927,True,1.00,79,33.07,827.20,1.60
Greedy Search,101603,51920,True,1.00,86,35.83,827.09,1.60
Greedy Search,101603,51916,True,1.00,72,30.54,827.02,1.60
Greedy Search,101603,51914,True,1.00,72,30.21,826.99,1.60
Greedy Search,101603,51913,True,1.00,71,30.07,826.97,1.60
Greedy Search,101604,1000000,True,1.00,81,660.68,15913.00,1.60
Greedy Search,101604,500000,True,1.00,74,294.93,7956.50,1.60
Greedy Search,101604,250000,True,1.00,72,143.55,3978.25,1.60
Greedy Search,101604,125000,True,1.00,74,74.45,1989.12,1.60
Greedy Search,101604,62500,True,1.00,76,38.49,994.56,1.60
Greedy Search,101604,31250,False,0.75,200,50.02,497.28,1.60
Greedy Search,101604,46875,False,0.91,200,73.78,745.92,1.60
Greedy Search,101604,54688,True,1.00,72,32.20,870.25,1.60
Greedy Search,101604,50782,True,1.00,78,32.32,808.09,1.60
Greedy Search,101604,48829,True,1.00,115,44.40,777.02,1.60
Greedy Search,101604,47852,False,0.93,200,74.44,761.47,1.60
Greedy Search,101604,48341,False,0.93,200,75.44,769.25,1.60
Greedy Search,101604,48585,False,0.94,200,74.99,773.13,1.60
Greedy Search,101604,48707,False,0.94,200,75.16,775.07,1.60
Greedy Search,101604,48768,False,0.95,200,75.10,776.05,1.60
Greedy Search,101604,48799,False,0.95,200,75.28,776.54,1.60
Greedy Search,101604,48814,False,0.94,200,75.40,776.78,1.60
Greedy Search,101604,48822,False,0.94,200,75.25,776.90,1.60
Greedy Search,101604,48826,False,0.94,200,75.62,776.97,1.60
Greedy Search,101604,48828,False,0.95,200,75.11,777.00,1.60
Greedy Search,101700,1000000,True,1.00,72,627.66,15718.00,1.70
Greedy Search,101700,500000,True,1.00,63,271.39,7859.00,1.70
Greedy Search,101700,250000,True,1.00,96,194.78,3929.50,1.70
Greedy Search,101700,125000,True,1.00,66,68.75,1964.75,1.70
Greedy Search,101700,62500,True,1.00,69,36.04,982.38,1.70
Greedy Search,101700,31250,False,0.73,200,50.92,491.19,1.70
Greedy Search,101700,46875,False,0.88,200,75.48,736.78,1.70
Greedy Search,101700,54688,False,0.94,200,86.30,859.59,1.70
Greedy Search,101700,58594,False,0.95,200,91.93,920.98,1.70
Greedy Search,101700,60547,True,1.00,71,35.86,951.68,1.70
Greedy Search,101700,59571,True,1.00,78,38.57,936.34,1.70
Greedy Search,101700,59083,False,0.96,200,92.39,928.67,1.70
Greedy Search,101700,59327,False,0.95,200,93.07,932.50,1.70
Greedy Search,101700,59449,True,1.00,77,38.01,934.42,1.70
Greedy Search,101700,59388,False,0.96,200,92.68,933.46,1.70
Greedy Search,101700,59419,True,1.00,81,39.75,933.95,1.70
Greedy Search,101700,59404,False,0.96,200,92.52,933.71,1.70
Greedy Search,101700,59412,False,0.94,200,93.62,933.84,1.70
Greedy Search,101700,59416,False,0.96,200,93.04,933.90,1.70
Greedy Search,101700,59418,False,0.96,200,92.25,933.93,1.70
Greedy Search,101701,1000000,True,1.00,70,620.87,15751.00,1.70
Greedy Search,101701,500000,True,1.00,70,296.43,7875.50,1.70
Greedy Search,101701,250000,True,1.00,90,182.82,3937.75,1.70
Greedy Search,101701,125000,True,1.00,73,75.76,1968.88,1.70
Greedy Search,101701,62500,False,0.95,200,99.39,984.44,1.70
Greedy Search,101701,93750,True,1.00,80,61.59,1476.66,1.70
Greedy Search,101701,78125,True,1.00,61,40.51,1230.55,1.70
Greedy Search,101701,70313,True,1.00,76,44.43,1107.50,1.70
Greedy Search,101701,66407,True,1.00,75,41.62,1045.98,1.70
Greedy Search,101701,64454,True,1.00,64,34.98,1015.21,1.70
Greedy Search,101701,63477,True,1.00,75,39.96,999.83,1.70
Greedy Search,101701,62989,False,0.94,200,100.89,992.14,1.70
Greedy Search,101701,63233,True,1.00,104,53.14,995.98,1.70
Greedy Search,101701,63111,True,1.00,161,81.41,994.06,1.70
Greedy Search,101701,63050,True,1.00,124,63.22,993.10,1.70
Greedy Search,101701,63020,True,1.00,71,37.94,992.63,1.70
Greedy Search,101701,63005,True,1.00,84,44.01,992.39,1.70
Greedy Search,101701,62997,True,1.00,75,39.72,992.27,1.70
Greedy Search,101701,62993,True,1.00,66,35.65,992.20,1.70
Greedy Search,101701,62991,False,0.95,200,100.43,992.17,1.70
Greedy Search,101701,62992,True,1.00,73,38.70,992.19,1.70
Greedy Search,101702,1000000,True,1.00,71,619.55,15713.00,1.70
Greedy Search,101702,500000,True,1.00,80,337.34,7856.50,1.70
Greedy Search,101702,250000,True,1.00,72,151.42,3928.25,1.70
Greedy Search,101702,125000,True,1.00,76,79.94,1964.12,1.70
Greedy Search,101702,62500,True,1.00,81,42.87,982.06,1.70
Greedy Search,101702,31250,False,0.73,200,52.35,491.03,1.70
Greedy Search,101702,46875,False,0.88,200,76.85,736.55,1.70
Greedy Search,101702,54688,False,0.94,200,88.51,859.31,1.70
Greedy Search,101702,58594,True,1.00,78,39.06,920.69,1.70
Greedy Search,101702,56641,False,0.96,200,91.43,890.00,1.70
Greedy Search,101702,57618,True,1.00,109,52.24,905.35,1.70
Greedy Search,101702,57130,True,1.00,79,38.52,897.68,1.70
Greedy Search,101702,56886,True,1.00,75,36.68,893.85,1.70
Greedy Search,101702,56764,True,1.00,79,38.47,891.93,1.70
Greedy Search,101702,56703,True,1.00,162,74.62,890.97,1.70
Greedy Search,101702,56672,True,1.00,111,52.30,890.49,1.70
Greedy Search,101702,56657,True,1.00,97,46.16,890.25,1.70
Greedy Search,101702,56649,True,1.00,72,35.08,890.13,1.70
Greedy Search,101702,56645,True,1.00,176,80.62,890.06,1.70
Greedy Search,101702,56643,False,0.95,200,90.42,890.03,1.70
Greedy Search,101702,56644,True,1.00,77,36.74,890.05,1.70
Greedy Search,101703,1000000,True,1.00,75,644.95,15728.00,1.70
Greedy Search,101703,500000,True,1.00,69,295.56,7864.00,1.70
Greedy Search,101703,250000,True,1.00,72,152.11,3932.00,1.70
Greedy Search,101703,125000,True,1.00,68,72.23,1966.00,1.70
Greedy Search,101703,62500,True,1.00,73,38.44,983.00,1.70
Greedy Search,101703,31250,False,0.75,200,51.96,491.50,1.70
Greedy Search,101703,46875,False,0.88,200,76.69,737.25,1.70
Greedy Search,101703,54688,False,0.95,200,87.46,860.13,1.70
Greedy Search,101703,58594,True,1.00,76,37.33,921.57,1.70
Greedy Search,101703,56641,True,1.00,71,34.14,890.85,1.70
Greedy Search,101703,55665,False,0.96,200,88.54,875.50,1.70
Greedy Search,101703,56153,False,0.96,200,89.03,883.17,1.70
Greedy Search,101703,56397,True,1.00,104,48.06,887.01,1.70
Greedy Search,101703,56275,True,1.00,116,53.12,885.09,1.70
Greedy Search,101703,56214,False,0.95,200,89.15,884.13,1.70
Greedy Search,101703,56245,False,0.95,200,89.24,884.62,1.70
Greedy Search,101703,56260,True,1.00,119,54.51,884.86,1.70
Greedy Search,101703,56253,True,1.00,115,52.69,884.75,1.70
Greedy Search,101703,56249,True,1.00,115,52.59,884.68,1.70
Greedy Search,101703,56247,True,1.00,92,42.70,884.65,1.70
Greedy Search,101703,56246,False,0.95,200,89.61,884.64,1.70
Greedy Search,101704,1000000,True,1.00,72,604.06,15768.00,1.70
Greedy Search,101704,500000,True,1.00,72,296.19,7884.00,1.70
Greedy Search,101704,250000,True,1.00,89,180.18,3942.00,1.70
Greedy Search,101704,125000,True,1.00,74,76.14,1971.00,1.70
Greedy Search,101704,62500,True,1.00,73,38.33,985.50,1.70
Greedy Search,101704,31250,False,0.75,200,51.96,492.75,1.70
